paper_id,title,doi,pmid,year,journal,topic_area,discovery_query,notes
Pbad03df72050,"Reduced vancomycin susceptibility in Staphylococcus aureus, including vancomycin-intermediate and heterogeneous vancomycin-intermediate strains: resistance mechanisms, laboratory detection, and clinical implications",10.1128/cmr.00042-09,20065327,2010,Clinical microbiology reviews,electroporation protocols for bacteria,"(electroporation protocols for bacteria) AND (PUB_TYPE:""Review"")",not_open_access
Pb45b1412e1a1,Uncovering Insights Into the Biology of Mycobacterium tuberculosis Using Genetic Tools,10.1002/mbo3.70206,41423823,2025,MicrobiologyOpen,recombineering in bacteria,"(recombineering in bacteria) AND (PUB_TYPE:""Review"")",open_access
P58305ffeb76c,"Advances and Challenges in Mycobacterial Genetic Engineering: Techniques for Knockout, Knockdown and Overexpression",10.4014/jmb.2507.07051,41309382,2025,Journal of microbiology and biotechnology,recombineering in bacteria,"(recombineering in bacteria) AND (PUB_TYPE:""Review"")",open_access
Pd23e78fdf0c8,"Genetically Modified Lactic Acid Bacteria in the EU Food Chain: Applications, Benefits, and Risk Assessment",10.3390/ijms27093759,42123350,2026,International journal of molecular sciences,recombineering in bacteria,"(recombineering in bacteria) AND (PUB_TYPE:""Review"")",open_access
P2bf8428887ba,Being a better version of yourself: genetically engineered probiotic bacteria as host defense enhancers in the control of intestinal pathogens,10.1080/19490976.2025.2519696,40530826,2025,Gut microbes,recombineering in bacteria,"(recombineering in bacteria) AND (PUB_TYPE:""Review"")",open_access
P395df43babe8,Applications of CRISPR/Cas System to Bacterial Metabolic Engineering,10.3390/ijms19041089,29621180,2018,International journal of molecular sciences,genetic manipulation of non-model bacteria,"(genetic manipulation of non-model bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P176ba803fe31,Building a genome engineering toolbox in nonmodel prokaryotic microbes,10.1002/bit.26727,29750332,2018,Biotechnology and bioengineering,genetic manipulation of non-model bacteria,"(genetic manipulation of non-model bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P77ad08bb1a5f,Extracellular nucleic acids of the marine bacterium Rhodovulum sulfidophilum and recombinant RNA production technology using bacteria,10.1093/femsle/fnx268,29228187,2018,FEMS microbiology letters,genetic engineering of marine bacteria,"(genetic engineering of marine bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P452d16b2c0c8,Engineering microbes for direct fermentation of cellulose to bioethanol,10.1080/07388551.2018.1452891,29631429,2018,Critical reviews in biotechnology,genetic engineering of marine bacteria,"(genetic engineering of marine bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pc947ee5a4a64,Boosting Secondary Metabolite Production and Discovery through the Engineering of Novel Microbial Biosensors,10.1155/2018/7021826,30079350,2018,BioMed research international,microbial genetic toolbox,"(microbial genetic toolbox) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pc5f818c1667f,Rational engineering of synthetic microbial systems: from single cells to consortia,10.1016/j.mib.2018.02.009,29574330,2018,Current opinion in microbiology,microbial genetic toolbox,"(microbial genetic toolbox) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pc062ecf31b77,Impact of plant domestication on rhizosphere microbiome assembly and functions,10.1007/s11103-015-0337-7,26085172,2016,Plant molecular biology,genetic domestication of non-model microorganisms,"(genetic domestication of non-model microorganisms) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P766ee34abf04,The genomics of microbial domestication in the fermented food environment,10.1016/j.gde.2015.07.003,26338497,2015,Current opinion in genetics & development,genetic domestication of non-model microorganisms,"(genetic domestication of non-model microorganisms) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pd0ddf9ae281a,[Mechanism and influencing factors of natural transformation in bacteria],10.13345/j.cjb.180005,30152215,2018,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,natural competence in bacteria,"(natural competence in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P35e99ac2562d,Eco-evolutionary Dynamics Linked to Horizontal Gene Transfer in Vibrios,10.1146/annurev-micro-090817-062148,29897833,2018,Annual review of microbiology,natural competence in bacteria,"(natural competence in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P49dfba2b9194,A proposed role for diffusible signal factors in the biofilm formation and morphological transformation of Helicobacter pylori,10.5152/tjg.2017.17349,29082887,2018,The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology,transformation of environmental bacteria,"(transformation of environmental bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P68d07bd058da,Microbial Synthesis and Transformation of Inorganic and Organic Chlorine Compounds,10.3389/fmicb.2018.03079,30619161,2018,Frontiers in microbiology,transformation of environmental bacteria,"(transformation of environmental bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P3cf3dc1d2b87,Conjugation Inhibitors and Their Potential Use to Prevent Dissemination of Antibiotic Resistance Genes in Bacteria,10.3389/fmicb.2017.02329,29255449,2017,Frontiers in microbiology,conjugation in non-model bacteria,"(conjugation in non-model bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P1ac2c21f06bb,Potential targets for next generation antimicrobial glycoconjugate vaccines,10.1093/femsre/fuy011,29547971,2018,FEMS microbiology reviews,conjugation in non-model bacteria,"(conjugation in non-model bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pfca6cfb9d88b,CRISPR-Cas9/Cas12a biotechnology and application in bacteria,10.1016/j.synbio.2018.09.004,30345399,2018,Synthetic and systems biotechnology,CRISPR engineering of non-model bacteria,"(CRISPR engineering of non-model bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P0ed793408a39,Engineering microbes for targeted strikes against human pathogens,10.1007/s00018-018-2827-7,29736607,2018,Cellular and molecular life sciences : CMLS,CRISPR engineering of non-model bacteria,"(CRISPR engineering of non-model bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P33689117a32f,Challenges and Advances for Genetic Engineering of Non-model Bacteria and Uses in Consolidated Bioprocessing,10.3389/fmicb.2017.02060,29123506,2017,Frontiers in microbiology,genome editing in non-model microorganisms,"(genome editing in non-model microorganisms) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P8279fb07b1fc,Fundamental CRISPR-Cas9 tools and current applications in microbial systems,10.1016/j.synbio.2017.08.006,29318202,2017,Synthetic and systems biotechnology,genome editing in non-model microorganisms,"(genome editing in non-model microorganisms) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pa1c13c581612,Spatial organization of enzymes to enhance synthetic pathways in microbial chassis: a systematic review,10.1186/s12934-018-0965-0,30064437,2018,Microbial cell factories,synthetic biology chassis development,"(synthetic biology chassis development) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P66044ae8838b,Toolboxes for cyanobacteria: Recent advances and future direction,10.1016/j.biotechadv.2018.04.007,29729377,2018,Biotechnology advances,synthetic biology chassis development,"(synthetic biology chassis development) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P731113a3c60b,Engineering bacteria for enhanced polyhydroxyalkanoates (PHA) biosynthesis,10.1016/j.synbio.2017.09.001,29318199,2017,Synthetic and systems biotechnology,genetic tools for extremophiles,"(genetic tools for extremophiles) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pb16ffc7eb246,Properties of alternative microbial hosts used in synthetic biology: towards the design of a modular chassis,10.1042/ebc20160015,27903818,2016,Essays in biochemistry,genetic tools for extremophiles,"(genetic tools for extremophiles) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P202214a14c66,Insights into the Human Virome Using CRISPR Spacers from Microbiomes,10.3390/v10090479,30205462,2018,Viruses,genetic systems for bacteria,"(genetic systems for bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P631ef2fca12f,Distribution of Arsenic Resistance Genes in Prokaryotes,10.3389/fmicb.2018.02473,30405552,2018,Frontiers in microbiology,genetic systems for bacteria,"(genetic systems for bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P2554b0171c61,"Prokaryotic horizontal gene transfer within the human holobiont: ecological-evolutionary inferences, implications and possibilities",10.1186/s40168-018-0551-z,30223892,2018,Microbiome,gene transfer systems in bacteria,"(gene transfer systems in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P650ded27faca,Sampling the mobile gene pool: innovation via horizontal gene transfer in bacteria,10.1098/rstb.2016.0424,29061896,2017,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",gene transfer systems in bacteria,"(gene transfer systems in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P62b695d72d26,Review of Microfluidic Photobioreactor Technology for Metabolic Engineering and Synthetic Biology of Cyanobacteria and Microalgae,10.3390/mi7100185,30404358,2016,Micromachines,electroporation protocols for bacteria,"(electroporation protocols for bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P932c30601fb2,CRISPR-Cas antimicrobials: Challenges and future prospects,10.1371/journal.ppat.1006990,29902258,2018,PLoS pathogens,conjugative gene transfer in environmental bacteria,"(conjugative gene transfer in environmental bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P34e4e2cc4709,Production of Bioplastic Compounds by Genetically Manipulated and Metabolic Engineered Cyanobacteria,10.1007/978-981-13-0854-3_7,30091095,2018,Advances in experimental medicine and biology,genetic manipulation of cyanobacteria,"(genetic manipulation of cyanobacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pa19ba110127f,Terpenoid Metabolic Engineering in Photosynthetic Microorganisms,10.3390/genes9110520,30360565,2018,Genes,genetic manipulation of cyanobacteria,"(genetic manipulation of cyanobacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P72cc8b64dc23,Synthetic Biology Approaches to Engineer Probiotics and Members of the Human Microbiota for Biomedical Applications,10.1146/annurev-bioeng-062117-121019,29528686,2018,Annual review of biomedical engineering,genetic tools for anaerobic bacteria,"(genetic tools for anaerobic bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P3e0189e42989,Functional Transcriptomics for Bacterial Gene Detectives,10.1128/microbiolspec.rwr-0033-2018,30215343,2018,Microbiology spectrum,genetic tools for anaerobic bacteria,"(genetic tools for anaerobic bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P5955597a9ac5,The pSG5-based thermosensitive vector family for genome editing and gene expression in actinomycetes,10.1007/s00253-018-9334-5,30191290,2018,Applied microbiology and biotechnology,genetic tools for actinomycetes,"(genetic tools for actinomycetes) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pf6148c640ddd,Engineering microbial hosts for production of bacterial natural products,10.1039/c6np00017g,27072804,2016,Natural product reports,genetic tools for actinomycetes,"(genetic tools for actinomycetes) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P899a6ee903da,Fast-Growing Engineered Microbes: New Concerns for Gain-of-Function Research?,10.3389/fgene.2018.00207,30008734,2018,Frontiers in genetics,genetic tools for Vibrio species,"(genetic tools for Vibrio species) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pf442df774a44,The Effect of Microbiota on Colon Carcinogenesis,10.15430/jcp.2018.23.3.117,30370256,2018,Journal of cancer prevention,genetic transformation of gram-positive bacteria,"(genetic transformation of gram-positive bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P34d1d4ba1d93,Steady at the wheel: conservative sex and the benefits of bacterial transformation,10.1098/rstb.2015.0528,27619692,2016,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",genetic transformation of gram-positive bacteria,"(genetic transformation of gram-positive bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P71b6c597adff,Significance of dormant forms of <i>Helicobacter pylori</i> in ulcerogenesis,10.3748/wjg.v23.i27.4867,28785141,2017,World journal of gastroenterology,genetic transformation of gram-negative bacteria,"(genetic transformation of gram-negative bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P43635482a335,Relating Phage Genomes to <i>Helicobacter pylori</i> Population Structure: General Steps Using Whole-Genome Sequencing Data,10.3390/ijms19071831,29933614,2018,International journal of molecular sciences,genetic transformation of gram-negative bacteria,"(genetic transformation of gram-negative bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pc2d24204c7f3,Evolution and typing of IncC plasmids contributing to antibiotic resistance in Gram-negative bacteria,10.1016/j.plasmid.2018.08.001,30081066,2018,Plasmid,host range of broad host range plasmids,"(host range of broad host range plasmids) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P841f9f4f83cd,Bacterial CRISPR Regions: General Features and their Potential for Epidemiological Molecular Typing Studies,10.2174/1874285801812010059,29755603,2018,The open microbiology journal,CRISPR interference in bacteria,"(CRISPR interference in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pac212dbf98d6,Suppressing the CRISPR/Cas adaptive immune system in bacterial infections,10.1007/s10096-017-3036-2,28601970,2017,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,CRISPR interference in bacteria,"(CRISPR interference in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P3f3a31b6eb47,CRISPR/Cas9-Based Counterselection Boosts Recombineering Efficiency in Pseudomonas putida,10.1002/biot.201700161,29058367,2018,Biotechnology journal,recombineering in bacteria,"(recombineering in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P9e0e6875eaa8,Targeted Nucleotide Editing Technologies for Microbial Metabolic Engineering,10.1002/biot.201700596,29862665,2018,Biotechnology journal,recombineering in bacteria,"(recombineering in bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pde01bf5f2d57,Microfluidics and microbial engineering,10.1039/c5lc01039j,26758660,2016,Lab on a chip,genetic engineering of unculturable bacteria,"(genetic engineering of unculturable bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P9c64df18de64,Toward a genetic tool development pipeline for host-associated bacteria,10.1016/j.mib.2017.05.006,28624690,2017,Current opinion in microbiology,restriction modification barriers to transformation,"(restriction modification barriers to transformation) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pa56a4c5caa3d,Horizontal Gene Transfer among Bacteria and Its Role in Biological Evolution,10.3390/life4020217,25370194,2014,"Life (Basel, Switzerland)",restriction modification barriers to transformation,"(restriction modification barriers to transformation) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
P668adc692702,Microbial trophic interactions and mcrA gene expression in monitoring of anaerobic digesters,10.3389/fmicb.2014.00597,25429286,2014,Frontiers in microbiology,genetic tools for methanogens,"(genetic tools for methanogens) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
Pe163ad922ab4,"Archaeal DNA replication and repair: new genetic, biophysical and molecular tools for discovering and characterizing enzymes, pathways and mechanisms",10.1093/femsre/fuy017,29912309,2018,FEMS microbiology reviews,genetic tools for archaea,"(genetic tools for archaea) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
P0c07ad9a7838,"Genetic technologies for extremely thermophilic microorganisms of Sulfolobus, the only genetically tractable genus of crenarchaea",10.1007/s11427-016-0355-8,28251462,2017,Science China. Life sciences,genetic tools for archaea,"(genetic tools for archaea) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",not_open_access
Pd7a051815ae7,Tracking Proteins Secreted by Bacteria: What's in the Toolbox?,10.3389/fcimb.2017.00221,28620586,2017,Frontiers in cellular and infection microbiology,expanding the genetic toolbox of bacteria,"(expanding the genetic toolbox of bacteria) AND (PUB_TYPE:""Review"") AND (PUB_YEAR:[1985 TO 2018])",open_access
